batch_id,instructor_id,course_id,completion_rate,avg_score_improvement,avg_quiz_score,dropout_rate,avg_watch_time,assignment_submission_rate,forum_activity_rate,avg_feedback_score,feedback_response_rate
B_1161,I_014,C_20,0.779681126,32.03107161,72.02117172,0.251625121,0.995035831,0.871783554,0.312162655,4.824137166,0.694232719
B_0171,I_001,C_10,0.543122571,34.69474478,90.50114757,0.463069429,0.645780495,0.738582068,0.287136515,4.249950572,1
B_0293,I_056,C_13,0.757708417,34.19553644,70.13144484,0.193777477,0.475178963,0.802775431,0.261551007,4.200907842,0.650965778
B_0562,I_013,C_06,0.880014218,33.86878077,67.32476329,0.055018243,0.877523013,0.695547628,0.332248243,4.830356838,0.855315724
B_1457,I_026,C_21,0.615299867,23.73613798,100,0.40173125,0.689648486,0.795080948,0.254072783,4.862591214,0.625950866
B_1877,I_095,C_08,0.400804426,18.62423899,70.59130205,0.669062114,0.668760317,0.8098954,0.367373332,4.336772492,0.57866999
B_1652,I_111,C_14,0.719803158,34.70892308,76.64475435,0.391622421,0.518321095,0.761104515,0.219315184,3.535715588,0.671660029
B_0850,I_105,C_12,0.847723696,36.47973739,92.96454303,0.12334371,1,0.843801597,0.290358011,4.405888257,1
B_0273,I_002,C_15,0.98,29.84540671,91.46424546,0.080208518,0.702513155,0.624029216,0.23327406,4.614544476,0.812323929
B_1550,I_043,C_02,0.641328826,29.08513051,96.5826802,0.388878552,0.924946919,0.634041319,0.360879015,4.303348341,1
B_1035,I_014,C_14,0.731716496,31.36169048,72.04943389,0.252978257,0.894827588,0.676706074,0.301434609,3.999149575,0.83354432
B_1744,I_026,C_15,0.666694392,24.76701666,79.31682322,0.306744647,0.821472231,0.674325596,0.369254508,4.751642402,0.752852887
B_0372,I_036,C_03,0.588326558,13.3302079,78.9311486,0.420502082,0.971146787,0.809005905,0.369531419,3.783286472,0.613154095
B_1670,I_068,C_23,0.476063931,31.44792763,71.9049531,0.492808751,0.977443226,0.367748533,0.190669493,3.919139047,0.42003115
B_0722,I_036,C_16,0.374770041,23.3843311,59.68264341,0.544906365,0.632874158,0.693303629,0.086033118,4.398365881,0.521542449
B_0734,I_055,C_10,0.543762471,32.74214612,88.52463769,0.489116992,0.842783583,0.815574072,0.163271614,4.74718537,0.899902178
B_0778,I_057,C_07,0.6345857,30.90437038,85.71143465,0.447053113,0.999132285,0.882784072,0.215750752,3.789785498,0.544684756
B_0519,I_066,C_24,0.595096021,30.06859258,80.83436469,0.46069127,0.83505389,0.849142751,0.20671194,4.443394303,0.918652506
B_0335,I_023,C_20,0.457410983,16.18882325,55.19090856,0.586363699,0.843535162,0.659020519,0.197610358,4.802841832,0.552841666
B_0846,I_020,C_13,0.462828831,21.71000839,95.90009482,0.431067366,0.777680251,0.852410311,0.399352604,3.635236515,0.433878938
B_1252,I_024,C_13,0.526510045,27.97134216,89.00505087,0.463202343,0.853670796,1,0.136328151,3.940636302,0.98719998
B_1053,I_052,C_18,0.374772218,28.52246148,55.62190216,0.621759576,0.999369597,0.816169261,0.095946531,3.622502023,0.855211203
B_1924,I_099,C_24,0.607301624,23.26549957,83.3433525,0.443053474,1,0.678018943,0.274206164,4.257078071,0.793286277
B_0016,I_100,C_24,0.532581769,14.73873503,66.76488066,0.560852279,0.935245992,0.773602194,0.337250733,4.59463165,0.518201237
B_0708,I_120,C_21,0.614179288,27.75847912,60.61802809,0.354371725,0.936172594,0.652424494,0.174848531,3.902774638,0.824471971
B_0901,I_096,C_08,0.774333667,22.25316448,82.83430524,0.224518416,0.390066482,0.763901849,0.171512857,4.766941003,0.602563208
B_1980,I_093,C_25,0.694101652,26.37935147,82.50483516,0.253022229,0.593538433,0.857915809,0.175324178,4.302664003,0.888000814
B_1573,I_071,C_20,0.611594259,21.41149412,71.01797169,0.406577607,0.615115161,0.899195071,0.332300514,3.77997534,0.785616618
B_0904,I_102,C_01,0.925240541,35.10470525,89.21384741,0.057535921,0.690957415,0.777866127,0.405063987,4.68665079,0.703237307
B_0466,I_025,C_15,0.851078976,40,76.2194897,0.174110491,0.942197379,1,0.201209972,4.224099901,0.768770329
B_1978,I_062,C_05,0.687996667,29.53638989,78.48320333,0.21342229,0.777256649,1,0.217834345,4.629520395,0.897171354
B_0200,I_036,C_07,0.535592159,19.65846631,78.11795724,0.40298961,0.539115565,0.803889564,0.229164524,4.172835421,0.536503967
B_1207,I_111,C_15,0.648686841,22.63126156,80.90577884,0.349077137,0.929371043,0.615522732,0.414507814,4.584337212,0.838036606
B_1056,I_088,C_03,0.549587532,21.02166491,66.33613925,0.501619787,0.530169449,0.565817202,0.493203872,4.412590382,0.431023755
B_1132,I_086,C_23,0.498326513,21.58575304,84.9035884,0.424298239,0.772575562,0.499278462,0.162130689,3.93978984,0.787639562
B_1380,I_097,C_04,0.718358548,36.16146246,100,0.296785828,0.886044289,1,0.164630195,4.50163312,0.672084015
B_0999,I_001,C_08,0.530849012,26.17631452,79.88538187,0.458035013,0.705165977,0.727204614,0.18210506,4.02816586,0.413349264
B_0728,I_023,C_13,0.561529594,31.72941486,80.9732512,0.406799115,0.633619563,0.606227062,0.218655769,4.76331661,0.881994643
B_1772,I_031,C_14,0.530113646,25.28503309,100,0.379772237,0.698500533,0.996764659,0.322578744,4.215622444,0.830205525
B_1910,I_007,C_08,0.782073478,34.81631182,75.96883303,0.258753171,0.766536821,0.954680556,0.368170861,4.372142328,0.604488761
B_1822,I_020,C_03,0.710456781,34.0813387,87.10264057,0.287909966,0.642132993,1,0.189962398,3.635576526,0.861916904
B_0568,I_120,C_18,0.688548553,25.52769723,80.71159502,0.33224666,0.930706625,0.782999341,0.024065671,4.330101875,0.745896156
B_0044,I_015,C_25,0.722699602,22.01838275,96.07115102,0.30064627,0.865968225,0.843455528,0.322182172,4.763348785,0.828766387
B_0275,I_054,C_14,0.856928434,32.48551998,78.45563156,0.115653522,0.658203959,0.734439679,0.16506043,4.607907933,0.641941037
B_1097,I_025,C_20,0.959975699,37.5227419,91.62734148,0.02,0.967239998,0.832587835,0.344320076,4.640177033,0.728161668
B_0102,I_095,C_06,0.519751623,26.42994673,61.28340626,0.362767165,0.664601358,0.458211057,0.178210241,4.271795901,0.520098755
B_1232,I_070,C_12,0.376618329,28.85736452,86.32006347,0.610088803,0.627128213,0.702992853,0.383740984,3.860112211,0.471331505
B_1722,I_120,C_15,0.59296124,16.43064033,76.06177262,0.38672238,0.770728417,0.867857324,0.102986624,4.689557259,0.821315315
B_1833,I_026,C_09,0.477812729,23.02097275,74.18335315,0.631466159,0.743683577,0.591617704,0.105890102,4.497880507,0.646596911
B_0108,I_062,C_17,0.625740326,21.60060212,88.12244135,0.358342971,0.788588614,0.792804399,0.041218347,4.163256769,1
B_1618,I_038,C_21,0.488091289,26.88901747,83.61123038,0.497565773,0.837962799,0.381736704,0.052685365,3.405054823,0.614207057
B_0498,I_050,C_12,0.410110913,25.3622546,65.55972153,0.54339238,0.716368569,0.297825337,0.151769072,4.202324503,0.62747783
B_1981,I_062,C_14,0.458088933,27.04793171,89.02542971,0.549871993,0.762219374,0.77513681,0.253515351,4.288709069,0.624118973
B_0882,I_057,C_10,0.741046066,25.95316009,55.88320065,0.31677176,0.287439904,0.805711768,0.334673907,4.417186676,0.577629263
B_0757,I_076,C_22,0.404080946,25.71115712,81.0414028,0.605667449,0.749904777,0.803578243,0.383116808,4.81407421,0.540997203
B_0620,I_110,C_13,0.61837817,31.29295197,78.59286175,0.360382148,1,0.624297692,0.305873399,4.480644664,0.771816501
B_1107,I_019,C_10,0.659723482,26.88133378,80.8496762,0.246278644,0.769795643,0.371535339,0.210233195,4.505707826,0.791596112
B_1936,I_045,C_21,0.541256095,16.59381818,71.50030557,0.35521548,0.789282149,1,0.232137621,3.725073958,0.58345689
B_0810,I_066,C_25,0.60267101,22.92852194,79.14859997,0.442457741,0.862027427,0.864249686,0.193900701,4.209963704,0.797746665
B_1038,I_051,C_16,0.768739346,21.00724837,85.76570324,0.155265723,0.718150647,1,0.280121231,3.839978063,0.920614738
B_0073,I_111,C_09,0.660617491,31.30911596,82.42412196,0.334786175,0.89595625,0.748415845,0.341294055,4.125821418,0.806085252
B_1284,I_084,C_01,0.72916314,28.70967115,72.31514876,0.222545107,0.936697012,0.768072304,0.321474956,3.571757972,0.857449911
B_1272,I_075,C_19,0.3,27.17296669,53.17482701,0.7,0.750374473,0.568278102,0.112565505,3.784135706,0.44995558
B_1335,I_078,C_05,0.424694156,25.06125959,73.31389291,0.571614307,1,0.486861661,0.34391799,4.491789541,0.841590344
B_1459,I_027,C_12,0.532132673,29.71582361,83.35510538,0.45774327,0.957685741,0.823591069,0.369364255,3.420462298,0.676369926
B_0482,I_106,C_01,0.674076631,24.12131462,82.63634604,0.344882132,0.70970087,0.816906518,0.366640404,5,0.950022435
B_1069,I_074,C_15,0.3,21.70221209,66.19590475,0.649099832,0.6601205,0.841886236,0.177317268,3.690771397,0.690168001
B_0507,I_020,C_25,0.682325247,29.84624132,74.44499817,0.345264401,0.541353957,0.598451408,0.292901554,3.814406372,0.754694075
B_1238,I_062,C_21,0.775481926,20.86325061,98.65526015,0.283235875,0.871830205,0.767887542,0.338319773,3.90941306,0.790479424
B_1862,I_059,C_08,0.480964038,29.53148752,81.44628566,0.44665053,0.710477336,0.394242271,0.238498742,4.529657404,0.942071446
B_1990,I_030,C_18,0.70831714,24.46801022,82.22196007,0.327875621,0.764582133,0.743959718,0.336845394,4.825451594,0.661774843
B_1477,I_062,C_13,0.693772282,11.6343084,82.20898332,0.349057457,1,0.617837506,0.392637896,4.46466243,0.816004002
B_1867,I_057,C_12,0.597332903,29.84463641,71.49614137,0.404290596,0.602491958,0.970615261,0.238364836,3.832543371,0.895549561
B_1456,I_036,C_04,0.3,21.36348624,75.5086877,0.7,0.516820889,0.604864745,0.379354333,4.156494062,0.541523151
B_0312,I_020,C_24,0.536530694,14.72294811,73.81332272,0.470672735,0.680614757,0.787219464,0.333607541,4.242524525,0.747962639
B_0963,I_063,C_07,0.670208449,36.34490764,74.26625477,0.343732149,0.907100097,0.753170032,0.336420646,4.21342689,0.775115159
B_0406,I_076,C_10,0.374648219,26.13251966,66.99716089,0.670744168,0.92288446,0.669866546,0.167477153,3.632703753,0.615119464
B_1331,I_062,C_10,0.535082402,33.52575553,79.34863224,0.493902271,0.867954499,0.646637856,0.212787262,3.60839462,0.496464946
B_1650,I_072,C_04,0.640927051,34.62300053,86.43331124,0.371034557,0.745012448,0.681535253,0.449252961,3.926420013,0.665076467
B_0310,I_093,C_22,0.769694573,35.65263961,89.2378548,0.187143675,0.780738279,0.766355626,0.398994368,4.455112563,0.56729399
B_0227,I_062,C_11,0.642824885,25.73351765,86.30444295,0.348367087,0.622092609,0.965382282,0.297094051,4.011069348,0.583526689
B_1858,I_012,C_17,0.574232804,36.33654362,70.86052996,0.471775499,0.520345241,0.537350924,0.368103981,4.586577456,0.641296994
B_0711,I_021,C_19,0.543246072,25.39479674,96.63935626,0.421788282,0.720580286,1,0.391613709,4.874980502,0.629920924
B_1944,I_087,C_24,0.98,26.82476146,83.89735634,0.087700457,0.999261404,0.801983324,0.329806178,4.100089695,0.914713459
B_1384,I_097,C_01,0.667308791,22.97123707,84.40757432,0.29329518,0.791821607,0.749193368,0.202949002,4.067868185,0.987794693
B_1786,I_092,C_23,0.56283551,33.79864664,82.38582007,0.444247641,0.832235623,0.80408564,0.275232998,3.807341922,0.853838818
B_0149,I_072,C_18,0.622209867,29.12587758,78.26776699,0.323028181,1,0.572161875,0.299488206,4.751283849,0.465246726
B_1555,I_024,C_10,0.519769303,33.81542767,74.21850394,0.584479852,0.657896226,0.820833775,0.168421431,4.516495182,0.784868122
B_1957,I_016,C_11,0.740245575,24.00909196,76.60463751,0.298808398,0.949245925,0.978179236,0.297862558,4.555278985,0.586726034
B_0926,I_017,C_02,0.619331391,33.17972361,83.15657069,0.356087909,0.672165395,0.488962508,0.270937605,4.534287527,0.866982083
B_0943,I_025,C_11,0.98,25.94057696,92.91530074,0.02,0.712424263,0.916970037,0.300606589,4.262791457,0.70700087
B_0837,I_090,C_04,0.642387194,27.26932661,82.91014846,0.372490022,0.788549493,0.723872501,0.319762664,3.959139772,0.794150971
B_0576,I_090,C_08,0.499675494,28.30399775,87.16568186,0.572642262,0.928471946,0.597909369,0.250745627,5,0.804559053
B_0558,I_055,C_11,0.719385886,25.59413745,72.06621604,0.189175973,1,0.577667418,0.173258424,4.009631613,0.684570545
B_1236,I_094,C_21,0.420226655,30.5051372,81.98009699,0.592207575,0.525846338,1,0.026167661,3.428809755,0.496147819
B_1361,I_005,C_24,0.959453166,26.73330526,82.46514972,0.092922875,0.89878989,0.863939712,0.228595276,4.446665627,0.772204434
B_1348,I_060,C_20,0.754278842,31.47807066,63.149974,0.279965973,0.718098621,0.531110479,0.297126491,4.323415963,0.694725159
B_1162,I_059,C_15,0.545972416,24.32967223,74.56903886,0.498808438,0.911029052,0.606806763,0.227251397,4.243582094,0.790448878
B_1443,I_008,C_01,0.772688931,28.30384089,66.99911703,0.175626466,0.631120105,0.968570898,0.140024663,4.005756792,0.805432841
B_0287,I_070,C_21,0.591555186,24.75116111,84.72530839,0.435688567,0.788558315,0.75373589,0.117885274,4.102379325,0.773665698
B_1605,I_019,C_11,0.371537948,29.46645737,80.70949754,0.572295081,0.716182123,0.715915539,0.307972811,3.701281748,0.793588561
B_1058,I_030,C_22,0.682741572,31.7220598,81.83005804,0.315816382,0.71715825,0.825109878,0.296493327,3.801062589,0.643205654
B_0599,I_064,C_04,0.500674335,24.47968678,95.23383146,0.444026683,0.688501459,0.663288624,0.315779984,3.910664487,0.509767791
B_0933,I_112,C_11,0.304506424,18.07639585,87.74777329,0.659214361,0.682467624,1,0.243716099,4.458679671,0.699675178
B_1462,I_011,C_07,0.527911437,20.63672082,91.60551511,0.509588848,0.630210935,0.771809316,0.479468111,4.21060387,0.62014906
B_1638,I_032,C_18,0.587434016,14.71620278,69.22603922,0.417645985,0.692775019,0.689282234,0.169965153,4.008301129,0.623251352
B_1588,I_096,C_17,0.656928461,31.40105647,91.39235403,0.340347623,0.881591943,0.966021658,0.236251906,4.087651163,0.639040607
B_1041,I_064,C_04,0.675273442,37.39285647,78.24287596,0.259081896,0.780185584,0.974581184,0.274978566,4.669150088,0.796070505
B_1231,I_070,C_17,0.417702422,23.4902763,69.64102558,0.588367733,0.657632912,1,0.172393542,4.697216436,0.485714293
B_0807,I_009,C_14,0.629000978,28.26495248,79.1004606,0.408214213,0.637948288,0.565803967,0.064196645,4.37525192,0.809424716
B_0905,I_076,C_25,0.402169453,29.4261578,63.64375873,0.636291382,0.607113451,0.829291966,0.158653056,4.341027244,0.672177183
B_1680,I_007,C_03,0.80965244,40,63.758774,0.126564116,1,0.645250538,0.131135863,4.560078851,0.764369709
B_1205,I_086,C_11,0.459483718,24.63862369,69.69179599,0.545457243,0.692118245,0.672384667,0.239502392,4.635706035,0.762952094
B_0768,I_069,C_08,0.613804492,27.27953947,81.55524412,0.498093659,0.865121971,0.777438348,0.12306469,4.571049983,0.783697058
B_0610,I_101,C_18,0.460191601,18.99621402,66.59295486,0.488204859,0.617700453,0.660946165,0.215417811,4.281834412,0.521182084
B_1993,I_084,C_01,0.634029345,33.65666053,82.03188986,0.377415893,0.774498812,0.856197819,0.259315411,4.790508723,0.695224875
B_1565,I_063,C_08,0.458304748,23.92142544,82.77640255,0.511653089,0.602629842,0.578025597,0.318891349,4.293096989,0.975745733
B_1423,I_033,C_21,0.838231159,31.55170047,82.51979962,0.20114208,0.758686595,0.844908191,0.150644469,4.130305657,0.816809638
B_1011,I_095,C_18,0.408103593,22.60713165,70.45570296,0.540685331,0.707902725,0.677008833,0.103004801,3.839964554,0.780082499
B_0494,I_042,C_14,0.401019085,22.68144693,83.29468818,0.593230757,0.598666533,0.672835731,0.222757859,4.611580499,0.611546782
B_1321,I_075,C_19,0.3,24.33587138,49.55179146,0.669560171,0.927235298,0.611252105,0.180211184,4.400601007,0.771617989
B_0278,I_096,C_12,0.55771202,30.11981779,62.81565549,0.431760873,0.813220493,0.669815188,0.219840897,4.562104456,0.927654845
B_1847,I_039,C_16,0.502946455,31.6524552,76.11752865,0.519991225,0.581200468,0.59692138,0.209761237,4.300657832,0.891477077
B_0359,I_048,C_12,0.614550999,28.04081184,83.94356064,0.424123042,0.746631279,0.758990505,0.183041225,4.397774546,0.806314281
B_1111,I_092,C_17,0.702208003,22.32304904,92.91322773,0.307728014,0.914138749,0.65662138,0.337553138,4.344497876,0.763388934
B_0237,I_070,C_06,0.424218044,20.67296807,74.77751581,0.548123823,0.710376107,0.657058413,0.064014215,4.403825066,0.777369299
B_0552,I_109,C_25,0.801816521,22.37846471,89.20289205,0.203754094,0.764611675,0.849584328,0.409255491,4.548292821,0.710952534
B_1868,I_055,C_22,0.464503,40,53.42918372,0.480840912,0.679361012,0.563897606,0.320664933,4.204377866,0.684658461
B_1813,I_111,C_17,0.629460188,21.10294472,87.54754022,0.310027956,0.886754237,0.798769178,0.329556188,4.332734234,0.502743637
B_0209,I_042,C_02,0.679108277,33.16838691,79.57326362,0.390592853,0.679018237,0.578867084,0.22937987,4.172939908,0.660470427
B_1387,I_097,C_17,0.730472724,28.60385749,90.74871561,0.35694412,0.922119509,0.660193606,0.253051075,4.065646119,0.901411626
B_1561,I_088,C_22,0.621855378,24.53877892,62.4595216,0.37470156,0.508645901,1,0.276016546,3.658215142,0.706597444
B_0059,I_073,C_17,0.361525656,26.13978834,81.13382778,0.587090485,0.864191986,0.831453842,0.273660192,3.676863997,0.932846051
B_0632,I_033,C_18,0.458479655,22.59165393,76.71650992,0.621435147,0.851021867,1,0.410480412,3.618359001,0.517256292
B_1962,I_055,C_14,0.739910317,31.7509923,94.54962439,0.279903354,0.835944554,0.780672457,0.240919218,4.054951769,0.744485481
B_1860,I_101,C_24,0.593001091,27.26626305,76.62485735,0.40483493,0.764498833,0.79297622,0.220402366,3.838961401,0.755356969
B_1817,I_069,C_20,0.514520559,22.20368027,71.98740649,0.467300048,0.648287952,0.912493335,0.328123795,4.0041668,0.769940607
B_0364,I_054,C_15,0.72547711,29.56262493,87.33587718,0.269377557,0.906253702,0.906665709,0.299074853,3.245704102,0.907410101
B_0506,I_045,C_01,0.3,21.50777625,64.62577013,0.657565185,0.610382774,0.869805614,0.124340189,3.943757823,0.703870138
B_1166,I_003,C_19,0.674916266,35.14598428,94.73819122,0.247622559,0.864862398,0.695038533,0.440548572,4.933424887,0.683365536
B_1122,I_046,C_21,0.741551543,27.86829579,70.76858624,0.188951011,0.785206258,0.497543341,0.200925482,4.195349041,0.706957017
B_1630,I_074,C_06,0.431145522,22.06727199,71.13246257,0.508315489,0.671997374,0.714477426,0.17064382,4.515802885,0.528641379
B_1217,I_052,C_18,0.462913383,27.14455544,74.58588401,0.656239091,0.737624094,0.778897953,0.261427305,3.777911856,0.80192624
B_1152,I_014,C_24,0.651806902,25.42767731,83.9014443,0.265464227,0.827475651,0.979057245,0.361517547,3.522756397,0.943660088
B_1125,I_078,C_02,0.648854001,30.9918339,100,0.272668961,0.804925197,0.54473094,0.167863843,4.586662667,0.522286605
B_1595,I_062,C_01,0.689696035,28.44253561,81.89973161,0.30281854,0.893307823,0.940360403,0.024978024,4.895624436,0.63251833
B_0119,I_060,C_13,0.602745446,19.31998578,71.82968099,0.385577827,0.854358782,0.750818919,0.312373253,4.486964229,0.699336535
B_1250,I_101,C_25,0.707615324,16.8944988,77.49615366,0.226879563,0.975318046,0.846428281,0.317671643,4.112137663,0.784070933
B_1994,I_005,C_04,0.683872617,33.78580905,92.72548812,0.278726749,0.698059412,0.784325393,0.407978632,4.190701401,0.591830519
B_0523,I_086,C_15,0.676287621,29.93560853,78.67312226,0.32886441,0.601364007,0.920499101,0.124482739,3.466864336,0.607131413
B_0514,I_115,C_05,0.654444803,25.30590551,82.1918813,0.324337765,0.85624576,0.538551739,0.07741101,4.63649646,0.558342685
B_0082,I_036,C_09,0.417481799,20.35736501,72.34946937,0.528426797,0.582824452,0.613091136,0.239497382,3.842385489,0.676753768
B_0916,I_050,C_12,0.419126877,20.5102007,62.60659705,0.577715906,0.544487707,0.801172592,0.156079731,3.36730963,0.481501257
B_1019,I_050,C_19,0.3,20.36305527,69.70563903,0.692267123,0.647818513,0.82059072,0.258847254,3.903140594,0.622131894
B_0381,I_093,C_12,0.802775515,26.24645429,74.28120218,0.166872956,0.962429966,0.767678764,0.356147436,4.42481242,0.880644636
B_1030,I_047,C_19,0.508710503,28.35574484,81.42621137,0.481579709,0.753981414,0.903438083,0.392437392,3.594100625,0.7095529
B_1689,I_036,C_11,0.3,24.90036019,98.06839942,0.7,0.869175723,0.828355632,0.323685936,3.955341278,0.582510066
B_0085,I_004,C_02,0.365833194,18.3835963,88.93103394,0.66137112,0.844061245,0.712078737,0.096697,3.88002321,0.584179394
B_1678,I_048,C_02,0.707676496,24.5487873,61.79101211,0.311046313,0.823728658,0.459866975,0.309770919,4.499469979,0.825179082
B_0330,I_011,C_01,0.688594817,30.77460658,70.38598989,0.280112657,0.753332034,0.849507506,0.470959517,3.43342318,0.824637587
B_0007,I_061,C_16,0.42442773,23.2657899,62.635486,0.496283402,0.827900192,0.402526651,0.260978349,4.595249749,0.755612994
B_0746,I_089,C_22,0.464199398,26.23624438,72.92276367,0.576175483,0.836305107,0.656448028,0.256990314,4.378686969,0.764236414
B_1554,I_054,C_02,0.576240019,27.24249787,82.68926808,0.469897262,1,0.958541439,0.228805858,4.167504782,0.935621707
B_0915,I_060,C_16,0.664241652,27.3184504,61.75483335,0.432307558,0.84901928,0.982740885,0.364526169,3.865216325,0.630641344
B_0874,I_118,C_12,0.773472932,37.80910612,94.64330322,0.289762785,0.625735178,0.595066499,0.281707734,3.904684148,0.997114422
B_0452,I_046,C_16,0.597521485,28.98681409,72.90714152,0.360640752,0.814834174,0.618777914,0.249260247,4.274194246,0.477394244
B_0491,I_048,C_10,0.678125457,30.52675756,77.35449652,0.414369112,0.821965539,0.833548807,0.235037164,3.501896124,1
B_1481,I_111,C_20,0.681806421,22.76096854,71.26955595,0.355907236,0.843986381,0.862201717,0.155664732,4.213166407,0.523515131
B_0288,I_032,C_21,0.426539262,19.7312247,83.13312122,0.680603244,0.558574313,1,0.148467799,3.943553273,0.959813718
B_0949,I_109,C_12,0.658700007,28.58247441,70.37951019,0.274729428,0.698636535,0.607282708,0.131482737,4.066820046,0.581906575
B_1986,I_056,C_17,0.81824681,40,68.58866311,0.150383249,0.802717748,0.864480503,0.087497652,4.013054226,0.964466615
B_1369,I_042,C_19,0.41312727,34.67393285,67.01156498,0.609329476,0.933879426,0.602692311,0.299989443,4.004353085,1
B_1147,I_052,C_01,0.441879817,23.86700573,78.92157815,0.557276664,0.670448746,0.507069728,0.321402411,4.440201359,0.853201498
B_0706,I_075,C_15,0.3,19.17964265,71.33143745,0.7,0.420417343,0.886125988,0.13066123,3.571731976,0.343521737
B_1727,I_081,C_02,0.616139113,25.58791287,78.47915087,0.385337199,0.792491346,0.623394991,0.219003986,3.683525883,0.681090139
B_1702,I_087,C_21,0.711239403,20.26648348,75.35868606,0.29212028,0.437287071,0.865165802,0.173903944,4.965758228,0.81408931
B_1629,I_010,C_20,0.98,40,88.83940977,0.02,0.995706679,1,0.327139171,4.517895602,0.725642097
B_1600,I_045,C_07,0.312084908,17.72548726,60.20983872,0.7,0.806329181,0.776202026,0.280565208,3.406592703,0.650613965
B_1539,I_025,C_17,0.868035644,31.69428119,98.77339348,0.134889327,0.939127736,0.831716427,0.29214347,4.64491883,0.944645167
B_1406,I_116,C_09,0.556854388,22.56389892,100,0.462303814,0.886842315,0.487814518,0.254725986,4.477869767,0.778916315
B_1651,I_054,C_06,0.770169599,29.67246282,84.0083147,0.168839313,0.873675786,0.692534899,0.138261364,3.969166981,0.849946471
B_0328,I_104,C_02,0.408272793,29.76713948,74.62306516,0.59911716,0.688576785,0.858894849,0,4.239007228,0.722207637
B_0443,I_046,C_13,0.68675531,30.00014309,92.98056438,0.32083762,0.863911874,0.814346609,0.240579732,3.962999552,0.842987647
B_0775,I_053,C_24,0.584258572,19.78609836,78.80628276,0.440858429,0.818219963,0.598664521,0.283994312,3.90330888,0.770623575
B_1088,I_095,C_03,0.468727509,21.56334316,65.54995077,0.497482992,0.634555812,0.770166558,0.244333668,4.423432507,0.401925058
B_1221,I_059,C_21,0.545516735,14.44927275,72.46256336,0.522919839,0.516368872,1,0.144079513,4.600129407,0.703788339
B_1636,I_055,C_13,0.584495797,32.27308833,86.32069043,0.369049729,0.519400993,0.8187967,0.453236031,3.556669404,0.913289461
B_0178,I_009,C_20,0.800236423,16.38877198,87.20981662,0.259125578,0.584282671,0.580229846,0.236395126,4.080661322,0.86355552
B_1323,I_024,C_06,0.751168176,31.88129679,64.79053305,0.289334179,0.719448962,0.723665875,0.181250773,4.468450481,0.9536703
B_0705,I_109,C_19,0.897369709,29.33082941,100,0.126833079,0.913693975,0.823238461,0.155192749,4.728329185,0.8384256
B_0087,I_006,C_10,0.343792833,22.89113575,67.96380823,0.658477623,0.63548093,0.36476576,0.27051316,3.610115244,0.735752791
B_1884,I_070,C_04,0.3,25.52180032,78.42114897,0.7,0.857561782,0.776877159,0.266694122,3.826413547,0.722853839
B_1948,I_120,C_17,0.606486372,24.17624083,78.51347077,0.39978158,0.59730865,0.752458129,0.140422134,3.496467587,0.601610345
B_0458,I_116,C_02,0.806300907,16.75383322,72.78792158,0.278823329,0.564169541,0.636744525,0.23104209,3.848650738,0.753985259
B_1829,I_109,C_02,0.585149261,32.85007449,87.54951809,0.479915898,1,0.578525309,0,3.884731568,0.855911904
B_0055,I_101,C_17,0.509426995,17.08344349,75.83236919,0.447022372,0.512774424,0.780506027,0.189641499,3.950716241,0.805494835
B_1502,I_078,C_12,0.566988709,37.5471946,83.7759737,0.426428482,0.700177396,0.609302264,0.220123811,3.768339669,0.471349812
B_0644,I_019,C_21,0.399728529,25.19360481,81.13718077,0.660487784,0.755282726,0.710294587,0.140937219,4.077221837,0.651616417
B_0678,I_043,C_02,0.817274144,28.61762647,89.24485503,0.168303747,0.742068999,0.624240414,0.053385493,5,0.719405662
B_0222,I_075,C_02,0.3,19.57791611,60.82235753,0.691447125,0.557342982,0.659107608,0.061602907,4.047439808,0.725048747
B_0114,I_111,C_24,0.658643118,20.45087617,84.76852322,0.328046711,0.986359862,0.733249821,0.244435154,3.956053916,0.781127057
B_0983,I_005,C_04,0.817584986,32.76817593,78.2717281,0.252773026,0.871003114,0.74661964,0.310551601,4.444088449,0.820963967
B_1229,I_022,C_23,0.487092306,29.641313,82.88122433,0.493652909,0.726343271,0.765457613,0.331472032,4.150454249,0.485767645
B_1000,I_051,C_21,0.886447431,35.82745368,95.24427338,0.14295653,0.760310534,0.907320786,0.141916427,4.145203895,0.581219136
B_0175,I_014,C_05,0.629609396,28.75203292,67.30193195,0.369990403,0.809639364,0.793590414,0.371860186,3.794955571,0.779890074
B_0782,I_042,C_19,0.694637756,26.13377249,76.35892005,0.281087152,0.85935994,0.794705185,0.400279637,4.044573612,0.753264849
B_0590,I_048,C_17,0.496834907,26.72234307,75.14511388,0.378464611,0.509993782,0.442797927,0.331788726,4.671301932,0.948562569
B_1560,I_117,C_07,0.548698417,30.4256674,71.77403733,0.493414257,0.885285041,0.860240803,0.178183584,4.703519208,0.551244029
B_0019,I_003,C_05,0.921924089,32.47921148,59.14241177,0.125120961,0.964950706,0.570224937,0.25420672,4.615152043,0.57871792
B_0424,I_030,C_17,0.796546849,32.04526704,80.20105063,0.168059493,0.761393789,0.670103983,0.51260775,4.685453747,0.729346027
B_1344,I_001,C_14,0.603779395,25.95915955,67.01995661,0.471357139,0.76792325,0.608313416,0.197442628,3.947521936,0.449460479
